"app_score","rev_body_len","rev_pos_ascend","rev_pos_descend","avg_cosine_similarity_text","avg_levenshtein_dist_text","numeric_text_ratio","rev_rating","stdev_revApp_rating","avg_words_freq_text","num_unique_words_text","unique_words_to_words_text_ratio","avg_num_letters_per_word","stdev_revrating_avgrevratingapp","automated_readability_index_text","avg_cosine_similarity_title","avg_levenshtein_dist_title","brand_names_in_title","avg_words_freq_title","num_unique_words_title","unique_words_to_words_title_ratio","stdev_num_words_title_text","first_rev","only_rev","brand_names_in_text","polarity_text","predicted"
4.3984580039978,10,32,28,0.562733478488843,38.9152542372881,0,5,0.425354424541645,1,1,1,10,0.0719091641884623,26.17,0.101694915254237,0.796610169491525,0,1,1,"1","0","1","1","0","2","Normal"
4.3984580039978,7,36,24,0.503354741327419,39.3559322033898,0,5,0.425354424541645,1,1,1,7,0.0719091641884623,12.04,0.101694915254237,0.796610169491525,0,1,1,"1","0","1","1","0","2","Normal"
4.3984580039978,6,28,32,0.981942254338699,42.8474576271186,0,5,0.425354424541645,0,0,0,0,0.0719091641884623,0,0.101694915254237,0.796610169491525,0,1,1,"1","0.707106781186548","1","0","0","2","Spam"
4.3984580039978,11,42,18,0.391391745937648,37.3898305084746,0,5,0.425354424541645,1,2,1,5.5,0.0719091641884623,5.475,0.101694915254237,0.796610169491525,0,1,1,"1","0.707106781186548","1","1","0","2","Normal"
4.3984580039978,18,40,20,0.341223162844516,37.8983050847458,0,5,0.425354424541645,1,4,1,3.75,0.0719091641884623,1.765,0.101694915254237,0.796610169491525,0,1,1,"1","2.12132034355964","1","1","0","2","Normal"
4.3984580039978,11,31,29,0.353821380158764,37.6271186440678,0,5,0.425354424541645,1,2,1,5.5,0.0719091641884623,5.475,0.101694915254237,0.796610169491525,0,1,1,"1","0.707106781186548","1","1","0","1","Normal"
4.3984580039978,22,35,25,0.381233328348208,39.1186440677966,0,4,0.281752356644903,1,4,1,5.5,0.635197616998085,6.475,0.101694915254237,0.796610169491525,0,1,1,"1","2.12132034355964","1","0","0","2","Normal"
4.3984580039978,18,30,30,0.309939811130318,37.135593220339,0,5,0.425354424541645,1,4,1,4.5,0.0719091641884623,1.765,0.101694915254237,0.796610169491525,0,1,1,"1","2.12132034355964","1","1","0","2","Normal"
4.3984580039978,16,43,17,0.354533064484654,38.0508474576271,0,5,0.425354424541645,1,3,1,5.33333333333333,0.0719091641884623,5.19,0.101694915254237,0.796610169491525,0,1,1,"1","1.4142135623731","1","0","0","2","Normal"
4.3984580039978,14,29,31,0.396666027798554,37.3050847457627,0,5,0.425354424541645,1,4,1,3.5,0.0719091641884623,2.05,0.101694915254237,0.796610169491525,0,1,1,"1","2.12132034355964","1","0","0","2","Normal"
4.3984580039978,20,33,27,0.350242192906882,38.9322033898305,0,5,0.425354424541645,1,4,1,5,0.0719091641884623,4.12,0.101694915254237,0.796610169491525,0,1,1,"1","2.12132034355964","1","1","0","2","Normal"
4.3984580039978,52,37,23,0.254593435646754,50.6949152542373,0,5,0.425354424541645,1.1,10,0.909090909090909,4.72727272727273,0.0719091641884623,6.33545454545455,0.101694915254237,0.796610169491525,0,1,1,"1","7.07106781186548","1","1","0","2","Normal"
4.3984580039978,38,34,26,0.296397234394248,44.3220338983051,0,5,0.425354424541645,1,6,1,6.33333333333333,0.0719091641884623,11.4,0.101694915254237,0.796610169491525,0,1,1,"1","3.53553390593274","1","0","0","2","Normal"
4.3984580039978,63,52,6,0.240223020279445,58.2542372881356,0,5,0.425354424541645,1,13,1,4.84615384615385,0.0719091641884623,7.89538461538461,0.101694915254237,0.796610169491525,0,1,1,"1","8.48528137423857","1","1","0","2","Normal"
4.3984580039978,73,41,19,0.236471940191919,65.3728813559322,0,5,0.425354424541645,1.15384615384615,13,0.866666666666667,4.86666666666667,0.0719091641884623,10.1292857142857,0.101694915254237,0.796610169491525,0,1,1,"1","9.89949493661167","1","1","0","0","Normal"
4.3984580039978,107,38,22,0.266892875478228,91.271186440678,0,5,0.425354424541645,1.14285714285714,21,0.875,4.45833333333333,0.0719091641884623,11.56875,0.101694915254237,0.796610169491525,0,1,1,"1","16.2634559672906","1","0","0","2","Normal"
4.3984580039978,10,44,16,0.4612961904363,37.6271186440678,0.1,5,0.425354424541645,1,2,1,5,0.0719091641884623,3.12,0.101694915254237,0.796610169491525,0,1,1,"1","0.707106781186548","1","0","0","2","Normal"
4.3984580039978,61,46,14,0.246690248362357,56.3898305084746,0.0163934426229508,5,0.425354424541645,1.08333333333333,12,0.923076923076923,4.69230769230769,0.0719091641884623,8.5125,0.101694915254237,0.796610169491525,0,1,1,"1","8.48528137423857","1","1","0","2","Normal"
4.3984580039978,61,45,15,0.286283680910556,57.3898305084746,0,3,0.98885913783145,1,12,1,5.08333333333333,1.34230439818463,8.5125,0.101694915254237,0.796610169491525,0,1,1,"1","7.77817459305202","1","1","0","2","Normal"
4.3984580039978,11,50,10,0.339433292765577,37.3050847457627,0,5,0.425354424541645,1,2,1,5.5,0.0719091641884623,5.475,0.101694915254237,0.796610169491525,0,1,1,"1","0.707106781186548","1","1","0","2","Normal"
4.3984580039978,10,47,13,0.427656855780089,37.5423728813559,0,5,0.425354424541645,1,2,1,5,0.0719091641884623,3.12,0.101694915254237,0.796610169491525,0,1,1,"1","0.707106781186548","1","1","0","2","Normal"
4.3984580039978,22,49,11,0.311340377905778,39.6101694915254,0,5,0.425354424541645,1,4,1,5.5,0.0719091641884623,6.475,0.101694915254237,0.796610169491525,0,1,1,"1","2.12132034355964","1","0","0","0","Normal"
